replicate_1,replicate_2,Counts
False,True,1
True,False,1
True,False,1
True,False,1
False,True,1
False,True,1
False,True,1
True,False,1
False,True,1
True,False,1
True,False,1
True,False,1
False,True,1
True,False,1
True,False,1
True,False,1
False,True,1
True,False,1
True,False,1
True,False,1
True,False,1
True,False,1
True,False,1
True,False,1
True,False,1
True,False,1
False,True,1
True,False,1
False,True,1
False,True,1
True,False,1
True,False,1
True,False,1
True,False,1
True,False,1
True,False,1
True,False,1
True,False,1
True,False,1
True,False,1
True,False,1
True,False,1
False,True,1
False,True,1
True,False,1
False,True,1
False,True,1
False,True,1
True,False,1
True,False,1
False,True,1
False,True,1
True,False,1
True,False,1
False,True,1
False,True,1
False,True,1
True,False,1
True,False,1
True,False,1
True,False,1
True,False,1
True,False,1
True,False,1
True,False,1
True,False,1
True,False,1
False,True,1
True,False,1
True,False,1
True,False,1
True,False,1
True,False,1
True,False,1
False,True,1
True,False,1
True,False,1
True,False,1
True,False,1
True,False,1
True,False,1
False,True,1
False,True,1
False,True,1
True,False,1
True,False,1
False,True,1
True,False,1
True,False,1
False,True,1
True,False,1
True,False,1
True,False,1
False,True,1
False,True,1
True,False,1
True,False,1
True,False,1
False,True,1
True,False,1
True,False,1
False,True,1
True,False,1
True,False,1
True,False,1
True,False,1
True,False,1
True,False,1
True,False,1
False,True,1
True,False,1
True,False,1
True,False,1
True,False,1
True,False,1
True,False,1
False,True,1
True,False,1
False,True,1
True,False,1
False,True,1
True,False,1
False,True,1
True,False,1
True,False,1
True,False,1
True,False,1
True,False,1
True,False,1
True,False,1
True,False,1
True,False,1
False,True,1
False,True,1
True,False,1
True,False,1
True,False,1
True,False,1
False,True,1
True,False,1
True,False,1
False,True,1
True,False,1
False,True,1
False,True,1
False,True,1
True,False,1
True,False,1
False,True,1
False,True,1
False,True,1
False,True,1
True,False,1
False,True,1
False,True,1
False,True,1
False,True,1
True,False,1
True,False,1
True,False,1
True,False,1
False,True,1
False,True,1
False,True,1
True,False,1
False,True,1
False,True,1
False,True,1
False,True,1
False,True,1
True,False,1
False,True,1
True,False,1
True,False,1
False,True,1
False,True,1
True,False,1
False,True,1
False,True,1
True,False,1
True,False,1
True,False,1
False,True,1
False,True,1
True,False,1
False,True,1
True,False,1
True,False,1
True,False,1
False,True,1
False,True,1
False,True,1
True,False,1
False,True,1
False,True,1
False,True,1
True,False,1
False,True,1
True,False,1
True,False,1
False,True,1
False,True,1
True,False,1
False,True,1
True,False,1
True,False,1
False,True,1
True,False,1
False,True,1
True,False,1
True,False,1
True,False,1
True,False,1
False,True,1
True,False,1
True,False,1
False,True,1
False,True,1
False,True,1
True,False,1
True,False,1
True,False,1
True,False,1
True,False,1
True,False,1
False,True,1
True,False,1
True,False,1
True,False,1
True,False,1
True,False,1
True,False,1
True,False,1
True,False,1
False,True,1
True,False,1
True,False,1
True,False,1
True,False,1
True,False,1
True,False,1
False,True,1
False,True,1
True,False,1
True,False,1
False,True,1
True,False,1
True,False,1
False,True,1
False,True,1
False,True,1
False,True,1
False,True,1
False,True,1
False,True,1
False,True,1
True,False,1
False,True,1
True,False,1
True,False,1
False,True,1
False,True,1
False,True,1
False,True,1
False,True,1
True,False,1
False,True,1
True,False,1
False,True,1
True,False,1
True,False,1
False,True,1
True,False,1
False,True,1
False,True,1
False,True,1
True,False,1
False,True,1
False,True,1
True,False,1
True,False,1
False,True,1
True,False,1
True,False,1
False,True,1
False,True,1
False,True,1
True,False,1
False,True,1
True,False,1
False,True,1
False,True,1
True,False,1
True,False,1
True,False,1
True,False,1
True,False,1
True,False,1
True,False,1
False,True,1
True,False,1
True,False,1
False,True,1
False,True,1
False,True,1
False,True,1
False,True,1
True,False,1
True,False,1
True,False,1
True,False,1
False,True,1
False,True,1
False,True,1
False,True,1
False,True,1
True,False,1
False,True,1
True,False,1
True,False,1
False,True,1
True,False,1
True,False,1
True,False,1
False,True,1
False,True,1
True,False,1
True,False,1
True,False,1
False,True,1
False,True,1
False,True,1
True,False,1
True,False,1
True,False,1
True,False,1
True,False,1
False,True,1
True,False,1
False,True,1
True,False,1
True,False,1
False,True,1
True,False,1
False,True,1
False,True,1
False,True,1
True,False,1
True,False,1
True,False,1
False,True,1
False,True,1
False,True,1
True,False,1
False,True,1
False,True,1
False,True,1
False,True,1
False,True,1
False,True,1
True,False,1
True,False,1
False,True,1
False,True,1
True,False,1
True,False,1
True,False,1
False,True,1
False,True,1
True,False,1
True,False,1
False,True,1
True,False,1
False,True,1
True,False,1
True,False,1
True,False,1
True,False,1
True,False,1
True,False,1
False,True,1
True,False,1
True,False,1
False,True,1
True,False,1
False,True,1
True,False,1
False,True,1
True,False,1
False,True,1
True,False,1
True,False,1
False,True,1
False,True,1
False,True,1
False,True,1
False,True,1
False,True,1
False,True,1
False,True,1
False,True,1
False,True,1
True,False,1
True,False,1
True,False,1
True,False,1
True,False,1
True,False,1
True,False,1
True,False,1
False,True,1
True,False,1
True,False,1
False,True,1
True,False,1
True,False,1
False,True,1
True,False,1
False,True,1
False,True,1
True,False,1
True,False,1
False,True,1
True,False,1
False,True,1
True,False,1
False,True,1
False,True,1
False,True,1
True,False,1
True,False,1
False,True,1
False,True,1
False,True,1
True,False,1
False,True,1
False,True,1
True,False,1
False,True,1
True,False,1
True,False,1
True,False,1
True,False,1
True,False,1
True,False,1
True,False,1
True,False,1
True,False,1
True,False,1
True,False,1
True,False,1
True,False,1
False,True,1
False,True,1
False,True,1
True,False,1
True,False,1
True,False,1
True,False,1
True,False,1
False,True,1
False,True,1
True,False,1
False,True,1
False,True,1
False,True,1
True,False,1
False,True,1
False,True,1
False,True,1
True,False,1
True,False,1
True,False,1
True,False,1
True,False,1
False,True,1
False,True,1
True,False,1
True,False,1
True,False,1
False,True,1
True,False,1
False,True,1
True,False,1
True,False,1
False,True,1
False,True,1
True,False,1
False,True,1
True,False,1
True,False,1
True,False,1
False,True,1
True,False,1
True,False,1
False,True,1
True,False,1
True,False,1
True,False,1
False,True,1
False,True,1
True,False,1
False,True,1
True,False,1
True,False,1
True,False,1
False,True,1
True,False,1
True,False,1
True,False,1
True,False,1
True,False,1
False,True,1
False,True,1
True,False,1
True,False,1
False,True,1
False,True,1
True,False,1
False,True,1
False,True,1
False,True,1
True,False,1
True,False,1
False,True,1
True,False,1
True,False,1
True,False,1
False,True,1
True,False,1
False,True,1
False,True,1
True,False,1
True,False,1
False,True,1
True,False,1
False,True,1
True,False,1
False,True,1
False,True,1
False,True,1
True,False,1
False,True,1
False,True,1
True,False,1
False,True,1
True,False,1
False,True,1
True,False,1
True,False,1
False,True,1
True,False,1
True,False,1
False,True,1
False,True,1
True,False,1
False,True,1
True,False,1
True,False,1
True,False,1
True,False,1
True,False,1
False,True,1
False,True,1
False,True,1
True,False,1
False,True,1
True,False,1
True,False,1
False,True,1
False,True,1
False,True,1
True,False,1
True,False,1
True,False,1
True,False,1
True,False,1
False,True,1
True,False,1
True,False,1
False,True,1
False,True,1
True,False,1
True,False,1
True,False,1
False,True,1
False,True,1
True,False,1
True,False,1
True,False,1
True,False,1
False,True,1
False,True,1
True,False,1
True,False,1
False,True,1
True,False,1
True,False,1
True,False,1
True,False,1
False,True,1
True,False,1
True,False,1
False,True,1
False,True,1
False,True,1
True,False,1
False,True,1
True,False,1
True,False,1
True,False,1
False,True,1
True,False,1
False,True,1
True,False,1
False,True,1
False,True,1
True,False,1
True,False,1
True,False,1
True,False,1
True,False,1
True,False,1
True,False,1
True,False,1
False,True,1
True,False,1
False,True,1
True,False,1
False,True,1
False,True,1
True,False,1
False,True,1
True,False,1
True,False,1
True,False,1
True,False,1
False,True,1
False,True,1
False,True,1
True,False,1
True,False,1
True,False,1
False,True,1
True,False,1
False,True,1
True,False,1
True,False,1
True,False,1
True,False,1
True,False,1
True,False,1
True,False,1
False,True,1
True,False,1
False,True,1
False,True,1
False,True,1
True,False,1
True,False,1
False,True,1
True,False,1
True,False,1
True,False,1
True,False,1
False,True,1
False,True,1
True,False,1
True,False,1
False,True,1
False,True,1
True,False,1
True,False,1
False,True,1
True,False,1
False,True,1
True,False,1
False,True,1
False,True,1
False,True,1
True,False,1
False,True,1
True,False,1
True,False,1
False,True,1
False,True,1
True,False,1
False,True,1
True,False,1
True,False,1
True,False,1
True,False,1
True,False,1
True,False,1
True,False,1
True,False,1
True,False,1
True,False,1
False,True,1
False,True,1
True,False,1
False,True,1
False,True,1
True,False,1
False,True,1
True,False,1
False,True,1
True,False,1
True,False,1
True,False,1
True,False,1
True,False,1
True,False,1
False,True,1
True,False,1
True,False,1
False,True,1
True,False,1
False,True,1
True,False,1
True,False,1
True,False,1
False,True,1
True,False,1
True,False,1
False,True,1
True,False,1
True,False,1
False,True,1
False,True,1
True,False,1
True,False,1
False,True,1
False,True,1
False,True,1
True,False,1
False,True,1
True,False,1
True,False,1
True,False,1
False,True,1
False,True,1
True,False,1
True,False,1
False,True,1
True,False,1
False,True,1
False,True,1
True,False,1
True,False,1
True,False,1
False,True,1
True,False,1
False,True,1
True,False,1
True,False,1
True,False,1
False,True,1
True,False,1
True,False,1
True,False,1
True,False,1
True,False,1
True,False,1
True,False,1
True,False,1
False,True,1
True,False,1
True,False,1
True,False,1
True,False,1
False,True,1
True,False,1
False,True,1
False,True,1
True,False,1
True,False,1
True,False,1
False,True,1
True,False,1
True,False,1
False,True,1
False,True,1
True,False,1
True,False,1
False,True,1
False,True,1
True,False,1
True,False,1
False,True,1
True,False,1
False,True,1
False,True,1
True,False,1
True,False,1
False,True,1
True,False,1
True,False,1
True,False,1
True,False,1
True,False,1
True,False,1
True,False,1
False,True,1
True,False,1
False,True,1
True,False,1
True,False,1
True,False,1
False,True,1
False,True,1
False,True,1
True,False,1
False,True,1
False,True,1
False,True,1
False,True,1
True,False,1
True,False,1
False,True,1
True,False,1
True,False,1
False,True,1
True,False,1
True,False,1
False,True,1
False,True,1
False,True,1
False,True,1
False,True,1
True,False,1
False,True,1
False,True,1
True,False,1
True,False,1
False,True,1
True,False,1
True,False,1
True,False,1
True,False,1
True,False,1
False,True,1
True,False,1
True,False,1
True,False,1
False,True,1
False,True,1
True,False,1
True,False,1
False,True,1
True,False,1
False,True,1
True,False,1
False,True,1
False,True,1
True,False,1
True,False,1
False,True,1
False,True,1
False,True,1
True,False,1
True,False,1
True,False,1
False,True,1
True,False,1
False,True,1
True,False,1
True,False,1
True,False,1
True,False,1
False,True,1
True,False,1
False,True,1
False,True,1
False,True,1
False,True,1
False,True,1
True,False,1
True,False,1
False,True,1
False,True,1
True,False,1
False,True,1
False,True,1
False,True,1
True,False,1
False,True,1
True,False,1
False,True,1
False,True,1
True,False,1
True,False,1
False,True,1
True,False,1
True,False,1
True,False,1
True,False,1
True,False,1
True,False,1
False,True,1
True,False,1
False,True,1
False,True,1
False,True,1
True,False,1
False,True,1
True,False,1
True,False,1
False,True,1
False,True,1
True,False,1
True,False,1
True,False,1
False,True,1
False,True,1
False,True,1
True,False,1
True,False,1
True,False,1
False,True,1
True,False,1
True,False,1
True,False,1
False,True,1
False,True,1
True,False,1
False,True,1
True,False,1
True,False,1
True,False,1
False,True,1
True,False,1
True,False,1
True,False,1
True,False,1
True,False,1
True,False,1
False,True,1
False,True,1
True,False,1
True,False,1
True,False,1
True,False,1
True,False,1
True,False,1
False,True,1
True,False,1
False,True,1
True,False,1
True,False,1
False,True,1
True,False,1
True,False,1
False,True,1
True,False,1
True,False,1
False,True,1
False,True,1
True,False,1
False,True,1
False,True,1
False,True,1
True,False,1
True,False,1
False,True,1
True,False,1
True,False,1
False,True,1
True,False,1
True,False,1
True,False,1
True,False,1
False,True,1
False,True,1
True,False,1
True,False,1
True,False,1
True,False,1
True,False,1
False,True,1
False,True,1
True,False,1
False,True,1
True,False,1
False,True,1
False,True,1
False,True,1
False,True,1
False,True,1
True,False,1
True,False,1
True,False,1
False,True,1
False,True,1
False,True,1
False,True,1
False,True,1
False,True,1
True,False,1
True,False,1
False,True,1
False,True,1
False,True,1
True,False,1
True,False,1
True,False,1
False,True,1
False,True,1
True,False,1
False,True,1
True,False,1
True,False,1
False,True,1
True,False,1
False,True,1
True,False,1
False,True,1
True,False,1
False,True,1
False,True,1
False,True,1
True,False,1
True,False,1
True,False,1
False,True,1
False,True,1
True,False,1
False,True,1
True,False,1
False,True,1
True,False,1
False,True,1
False,True,1
False,True,1
False,True,1
True,False,1
True,False,1
False,True,1
True,False,1
False,True,1
True,False,1
False,True,1
True,False,1
False,True,1
False,True,1
True,False,1
True,False,1
True,False,1
True,False,1
False,True,1
False,True,1
True,False,1
True,False,1
True,False,1
True,False,1
False,True,1
True,False,1
True,False,1
True,False,1
False,True,1
False,True,1
True,False,1
False,True,1
True,False,1
True,False,1
False,True,1
True,False,1
True,False,1
False,True,1
False,True,1
True,False,1
False,True,1
True,False,1
True,False,1
True,False,1
True,False,1
True,False,1
True,False,1
False,True,1
False,True,1
True,False,1
True,False,1
False,True,1
True,False,1
True,False,1
False,True,1
True,False,1
False,True,1
False,True,1
True,False,1
True,False,1
True,False,1
True,False,1
False,True,1
True,False,1
False,True,1
False,True,1
False,True,1
True,False,1
False,True,1
True,False,1
False,True,1
False,True,1
False,True,1
True,False,1
True,False,1
False,True,1
True,False,1
True,False,1
True,False,1
True,False,1
True,False,1
True,False,1
False,True,1
False,True,1
True,False,1
True,False,1
True,False,1
True,False,1
False,True,1
True,False,1
True,False,1
False,True,1
False,True,1
True,False,1
True,False,1
True,False,1
False,True,1
False,True,1
True,False,1
False,True,1
True,False,1
False,True,1
True,False,1
True,False,1
False,True,1
True,False,1
True,False,1
True,False,1
True,False,1
False,True,1
True,False,1
True,False,1
True,False,1
True,False,1
True,False,1
True,False,1
False,True,1
False,True,1
False,True,1
False,True,1
True,False,1
True,False,1
True,False,1
False,True,1
True,False,1
False,True,1
False,True,1
True,False,1
True,False,1
False,True,1
True,False,1
True,False,1
True,False,1
True,False,1
False,True,1
True,False,1
False,True,1
True,False,1
True,False,1
True,False,1
False,True,1
False,True,1
False,True,1
False,True,1
True,False,1
True,False,1
True,False,1
True,False,1
True,False,1
True,False,1
True,False,1
True,False,1
False,True,1
False,True,1
False,True,1
False,True,1
False,True,1
True,False,1
True,False,1
False,True,1
True,False,1
True,False,1
True,False,1
False,True,1
False,True,1
False,True,1
True,False,1
True,False,1
True,False,1
False,True,1
True,False,1
False,True,1
False,True,1
True,False,1
True,False,1
True,False,1
True,False,1
True,False,1
False,True,1
True,False,1
False,True,1
True,False,1
True,False,1
False,True,1
True,False,1
True,False,1
True,False,1
False,True,1
True,False,1
False,True,1
False,True,1
True,False,1
False,True,1
True,False,1
True,False,1
False,True,1
True,False,1
False,True,1
True,False,1
True,False,1
False,True,1
True,False,1
True,False,1
True,False,1
False,True,1
False,True,1
True,False,1
True,False,1
True,False,1
True,False,1
True,False,1
True,False,1
False,True,1
True,False,1
True,False,1
False,True,1
True,False,1
True,False,1
False,True,1
True,False,1
False,True,1
True,False,1
True,False,1
False,True,1
True,False,1
False,True,1
True,False,1
True,False,1
False,True,1
True,False,1
True,False,1
True,False,1
True,False,1
True,False,1
True,False,1
True,False,1
False,True,1
True,False,1
True,False,1
False,True,1
True,False,1
True,False,1
True,False,1
True,False,1
True,False,1
True,False,1
False,True,1
False,True,1
True,False,1
False,True,1
True,False,1
False,True,1
False,True,1
True,False,1
True,False,1
False,True,1
True,False,1
True,False,1
True,False,1
True,False,1
False,True,1
True,False,1
False,True,1
False,True,1
True,False,1
False,True,1
True,False,1
True,False,1
False,True,1
True,False,1
True,False,1
False,True,1
False,True,1
False,True,1
False,True,1
True,False,1
True,False,1
True,False,1
False,True,1
False,True,1
False,True,1
False,True,1
True,False,1
False,True,1
False,True,1
True,False,1
False,True,1
False,True,1
False,True,1
True,False,1
True,False,1
False,True,1
True,False,1
False,True,1
False,True,1
True,False,1
False,True,1
True,False,1
False,True,1
True,False,1
False,True,1
False,True,1
False,True,1
True,False,1
True,False,1
True,False,1
False,True,1
False,True,1
False,True,1
False,True,1
True,False,1
True,False,1
True,False,1
True,False,1
False,True,1
True,False,1
False,True,1
True,False,1
True,False,1
False,True,1
True,False,1
True,False,1
False,True,1
True,False,1
True,False,1
False,True,1
True,False,1
True,False,1
False,True,1
False,True,1
True,False,1
True,False,1
True,False,1
True,False,1
False,True,1
False,True,1
False,True,1
True,False,1
True,False,1
True,False,1
True,False,1
True,False,1
False,True,1
False,True,1
True,False,1
False,True,1
True,False,1
False,True,1
True,False,1
False,True,1
True,False,1
False,True,1
False,True,1
True,False,1
True,False,1
True,False,1
False,True,1
True,False,1
True,False,1
True,False,1
True,False,1
True,False,1
True,False,1
False,True,1
True,False,1
True,False,1
True,False,1
False,True,1
False,True,1
False,True,1
True,False,1
False,True,1
True,False,1
False,True,1
True,False,1
True,False,1
True,False,1
True,False,1
True,False,1
False,True,1
False,True,1
False,True,1
True,False,1
False,True,1
False,True,1
True,False,1
False,True,1
True,False,1
False,True,1
True,False,1
True,False,1
True,False,1
True,False,1
True,False,1
True,False,1
False,True,1
False,True,1
True,False,1
False,True,1
False,True,1
True,False,1
False,True,1
True,False,1
True,False,1
True,False,1
True,False,1
True,False,1
False,True,1
False,True,1
True,False,1
False,True,1
True,False,1
True,False,1
False,True,1
True,False,1
True,False,1
True,False,1
True,False,1
False,True,1
False,True,1
False,True,1
True,False,1
True,False,1
False,True,1
True,False,1
True,False,1
True,False,1
False,True,1
True,False,1
True,False,1
True,False,1
False,True,1
True,False,1
True,False,1
True,False,1
True,False,1
True,False,1
False,True,1
False,True,1
False,True,1
False,True,1
True,False,1
True,False,1
False,True,1
True,False,1
False,True,1
True,False,1
False,True,1
False,True,1
True,False,1
False,True,1
True,False,1
True,False,1
False,True,1
False,True,1
False,True,1
True,False,1
False,True,1
True,False,1
True,False,1
True,False,1
True,False,1
False,True,1
False,True,1
True,False,1
True,False,1
True,False,1
True,False,1
True,False,1
True,False,1
False,True,1
True,False,1
True,False,1
False,True,1
True,False,1
False,True,1
False,True,1
False,True,1
True,False,1
True,False,1
True,False,1
True,False,1
True,False,1
False,True,1
True,False,1
True,False,1
True,False,1
False,True,1
True,False,1
False,True,1
True,False,1
False,True,1
True,False,1
False,True,1
True,False,1
False,True,1
True,False,1
True,False,1
True,False,1
True,False,1
True,False,1
True,False,1
True,False,1
True,False,1
False,True,1
False,True,1
False,True,1
True,False,1
True,False,1
True,False,1
False,True,1
True,False,1
False,True,1
True,False,1
False,True,1
True,False,1
True,False,1
False,True,1
False,True,1
False,True,1
False,True,1
False,True,1
False,True,1
False,True,1
True,False,1
True,False,1
True,False,1
True,False,1
True,False,1
True,False,1
True,False,1
True,False,1
True,False,1
False,True,1
False,True,1
True,False,1
True,False,1
False,True,1
True,False,1
True,False,1
True,False,1
True,False,1
True,False,1
False,True,1
False,True,1
True,False,1
False,True,1
False,True,1
False,True,1
True,False,1
True,False,1
False,True,1
True,False,1
False,True,1
False,True,1
False,True,1
True,False,1
False,True,1
True,False,1
False,True,1
False,True,1
False,True,1
True,False,1
False,True,1
False,True,1
False,True,1
False,True,1
True,False,1
True,False,1
True,False,1
True,False,1
False,True,1
True,False,1
False,True,1
True,False,1
False,True,1
True,False,1
False,True,1
False,True,1
True,False,1
False,True,1
True,False,1
True,False,1
True,False,1
False,True,1
True,False,1
True,False,1
True,False,1
True,False,1
True,False,1
False,True,1
True,False,1
False,True,1
True,False,1
False,True,1
True,False,1
False,True,1
True,False,1
False,True,1
True,False,1
True,False,1
False,True,1
True,False,1
False,True,1
True,False,1
True,False,1
False,True,1
False,True,1
False,True,1
False,True,1
False,True,1
True,False,1
False,True,1
True,False,1
True,False,1
False,True,1
True,False,1
False,True,1
True,False,1
True,False,1
True,False,1
True,False,1
True,False,1
False,True,1
False,True,1
True,False,1
False,True,1
True,False,1
False,True,1
False,True,1
False,True,1
False,True,1
True,False,1
True,False,1
True,False,1
True,False,1
True,False,1
False,True,1
True,False,1
False,True,1
True,False,1
True,False,1
False,True,1
True,False,1
True,False,1
True,False,1
True,False,1
False,True,1
False,True,1
False,True,1
False,True,1
False,True,1
False,True,1
False,True,1
True,False,1
True,False,1
True,False,1
True,False,1
True,False,1
True,False,1
True,False,1
True,False,1
False,True,1
False,True,1
False,True,1
False,True,1
True,False,1
False,True,1
True,False,1
False,True,1
True,False,1
False,True,1
True,False,1
False,True,1
True,False,1
True,False,1
False,True,1
True,False,1
False,True,1
True,False,1
True,False,1
True,False,1
True,False,1
True,False,1
False,True,1
True,False,1
True,False,1
True,False,1
False,True,1
True,False,1
False,True,1
True,False,1
True,False,1
True,False,1
True,False,1
False,True,1
False,True,1
True,False,1
False,True,1
False,True,1
True,False,1
False,True,1
True,False,1
True,False,1
False,True,1
True,False,1
False,True,1
False,True,1
False,True,1
True,False,1
False,True,1
False,True,1
False,True,1
False,True,1
False,True,1
False,True,1
False,True,1
False,True,1
False,True,1
True,False,1
False,True,1
False,True,1
False,True,1
False,True,1
False,True,1
